time_s,rms,peak
0.0,0.0,0.0
0.02,0.0,0.0
0.04,0.0,0.0
0.06,0.0,0.0
0.08,0.0,0.0
0.1,0.0,0.0
0.12,0.0,0.0
0.14,0.0,0.0
0.16,0.0,0.0
0.18,0.0,0.0
0.2,0.0,0.0
0.22,0.00072870875,0.002227783203125
0.24,0.00091438997,0.002227783203125
0.26,0.0009917923,0.002227783203125
0.28,0.0011182769,0.002685546875
0.3,0.0014247966,0.003021240234375
0.32,0.0014086597,0.00384521484375
0.34,0.0014037621,0.00384521484375
0.36,0.0014753448,0.00384521484375
0.38,0.0012374686,0.002410888671875
0.4,0.0011175781,0.0020751953125
0.42,0.0014844466,0.00323486328125
0.44,0.0013729578,0.00323486328125
0.46,0.001035039,0.00323486328125
0.48,0.00072469085,0.0013427734375
0.5,0.000983632,0.00262451171875
0.52,0.01910698,0.094573974609375
0.54,0.032727264,0.09954833984375
0.56,0.04362347,0.115997314453125
0.58,0.04673375,0.115997314453125
0.6,0.054939847,0.142242431640625
0.62,0.068142,0.15228271484375
0.64,0.07946231,0.1898193359375
0.66,0.09016202,0.1898193359375
0.68,0.09675339,0.19598388671875
0.7,0.09653864,0.20977783203125
0.72,0.09375017,0.20977783203125
0.74,0.08586264,0.20977783203125
0.76,0.07495708,0.20782470703125
0.78,0.06642295,0.19305419921875
0.8,0.061755087,0.1783447265625
0.82,0.062703796,0.1783447265625
0.84,0.06517272,0.185028076171875
0.86,0.07190902,0.208740234375
0.88,0.07837567,0.208740234375
0.9,0.081409425,0.197967529296875
0.92,0.08846347,0.269500732421875
0.94,0.08561794,0.269500732421875
0.96,0.085551634,0.269500732421875
0.98,0.08890639,0.245086669921875
1.0,0.08262516,0.245086669921875
1.02,0.07758772,0.20269775390625
1.04,0.068307176,0.18646240234375
1.06,0.052319635,0.16650390625
1.08,0.04470101,0.148773193359375
1.1,0.043863498,0.148773193359375
1.12,0.04474036,0.1343994140625
1.14,0.046468418,0.126251220703125
1.16,0.046481866,0.126251220703125
1.18,0.045815736,0.126251220703125
1.2,0.045394216,0.125701904296875
1.22,0.045390107,0.121795654296875
1.24,0.048605736,0.121795654296875
1.26,0.04855085,0.12738037109375
1.28,0.046905365,0.12738037109375
1.3,0.0480108,0.12738037109375
1.32,0.04443943,0.1243896484375
1.34,0.044106003,0.144775390625
1.36,0.042491335,0.144775390625
1.38,0.038801562,0.144775390625
1.4,0.038096093,0.13958740234375
1.42,0.0437397,0.13433837890625
1.44,0.05218297,0.138092041015625
1.46,0.060884774,0.16680908203125
1.48,0.06621748,0.16680908203125
1.5,0.073966935,0.191680908203125
1.52,0.08711102,0.207733154296875
1.54,0.09979904,0.248443603515625
1.56,0.10443252,0.258453369140625
1.58,0.10442272,0.258453369140625
1.6,0.1057558,0.25555419921875
1.62,0.10498464,0.229644775390625
1.64,0.10158441,0.229644775390625
1.66,0.09730414,0.187530517578125
1.68,0.09332351,0.18487548828125
1.7,0.09504468,0.188629150390625
1.72,0.098273925,0.208648681640625
