time_s,rms,peak
0.0,0.0,0.0
0.02,0.0,0.0
0.04,0.0,0.0
0.06,0.0,0.0
0.08,0.0,0.0
0.1,0.0,0.0
0.12,0.0,0.0
0.14,0.0,0.0
0.16,0.0,0.0
0.18,0.0,0.0
0.2,0.0,0.0
0.22,0.0,0.0
0.24,0.0,0.0
0.26,0.0,0.0
0.28,0.0,0.0
0.3,0.0,0.0
0.32,0.0,0.0
0.34,0.0,0.0
0.36,0.0,0.0
0.38,0.0,0.0
0.4,0.0,0.0
0.42,0.0,0.0
0.44,0.0,0.0
0.46,0.0,0.0
0.48,0.0,0.0
0.5,0.0,0.0
0.52,0.0,0.0
0.54,0.0,0.0
0.56,0.0,0.0
0.58,0.0,0.0
0.6,0.0,0.0
0.62,0.0,0.0
0.64,0.0,0.0
0.66,4.8867237e-06,3.0517578125e-05
0.68,0.0021897464,0.01605224609375
0.7,0.008642995,0.067962646484375
0.72,0.014174524,0.067962646484375
0.74,0.014284185,0.067962646484375
0.76,0.009108927,0.034881591796875
0.78,0.007495277,0.025848388671875
0.8,0.007013067,0.025848388671875
0.82,0.0070982277,0.021331787109375
0.84,0.015416658,0.07525634765625
0.86,0.022287155,0.07525634765625
0.88,0.021767437,0.069732666015625
0.9,0.014086223,0.066070556640625
0.92,0.0111813415,0.036651611328125
0.94,0.010981526,0.03131103515625
0.96,0.010339849,0.03094482421875
0.98,0.0143173225,0.08245849609375
1.0,0.038211294,0.188690185546875
1.02,0.039790083,0.188690185546875
1.04,0.018377451,0.05889892578125
1.06,0.014099591,0.048309326171875
1.08,0.011397438,0.048309326171875
1.1,0.008249812,0.032501220703125
1.12,0.015546027,0.087310791015625
1.14,0.020501478,0.087310791015625
1.16,0.020498918,0.087310791015625
1.18,0.013499435,0.041656494140625
1.2,0.011302461,0.041656494140625
1.22,0.008976406,0.026123046875
1.24,0.00805521,0.026123046875
1.26,0.008347279,0.04498291015625
1.28,0.009136714,0.04498291015625
1.3,0.009080885,0.04498291015625
1.32,0.006262989,0.02459716796875
1.34,0.0057568983,0.02459716796875
1.36,0.005249472,0.0181884765625
1.38,0.0051690238,0.018402099609375
1.4,0.019038273,0.108795166015625
1.42,0.022300972,0.108795166015625
1.44,0.018505063,0.08038330078125
1.46,0.0102988165,0.0390625
1.48,0.008600213,0.028045654296875
1.5,0.008128126,0.043304443359375
1.52,0.007926253,0.043304443359375
1.54,0.012075936,0.044830322265625
1.56,0.012588293,0.044830322265625
1.58,0.009800499,0.044830322265625
1.6,0.00672242,0.0234375
1.62,0.005843335,0.0234375
1.64,0.0054171546,0.016845703125
1.66,0.005504225,0.017822265625
1.68,0.02190492,0.10516357421875
1.7,0.054756794,0.226715087890625
1.72,0.06397047,0.226715087890625
1.74,0.053231277,0.21624755859375
1.76,0.034040898,0.107574462890625
1.78,0.026637908,0.107574462890625
1.8,0.017873194,0.076446533203125
1.82,0.012887972,0.0506591796875
1.84,0.0140570905,0.069244384765625
1.86,0.014809094,0.069244384765625
1.88,0.012103801,0.051361083984375
