time_s,rms,peak
0.0,0.0012051516,0.003173828125
0.02,0.0021078407,0.005126953125
0.04,0.0046921484,0.012908935546875
0.06,0.005111145,0.012908935546875
0.08,0.0045237215,0.00775146484375
0.1,0.004132804,0.00775146484375
0.12,0.0032169719,0.007781982421875
0.14,0.006235748,0.010498046875
0.16,0.008698974,0.01385498046875
0.18,0.0077977967,0.01385498046875
0.2,0.007226691,0.0142822265625
0.22,0.0062343874,0.0142822265625
0.24,0.0023849863,0.0057373046875
0.26,0.004121019,0.01031494140625
0.28,0.0054540634,0.010498046875
0.3,0.0052135773,0.010498046875
0.32,0.0071415817,0.01226806640625
0.34,0.007265976,0.0125732421875
0.36,0.0057796254,0.0125732421875
0.38,0.0053837565,0.0125732421875
0.4,0.0037519922,0.009185791015625
0.42,0.0029089993,0.0113525390625
0.44,0.003306086,0.037384033203125
0.46,0.018343918,0.165008544921875
0.48,0.053091995,0.359832763671875
0.5,0.05705312,0.359832763671875
0.52,0.03864192,0.29937744140625
0.54,0.014917255,0.054656982421875
0.56,0.0063610305,0.029815673828125
0.58,0.0035123865,0.015167236328125
0.6,0.003343776,0.015167236328125
0.62,0.003934324,0.015167236328125
0.64,0.06122519,0.417236328125
0.66,0.10555703,0.447174072265625
0.68,0.11931937,0.447174072265625
0.7,0.11277911,0.43316650390625
0.72,0.100699924,0.4088134765625
0.74,0.08934651,0.34259033203125
0.76,0.08576986,0.34259033203125
0.78,0.081968635,0.3231201171875
0.8,0.07416747,0.306640625
0.82,0.065799624,0.306640625
0.84,0.057677783,0.243377685546875
0.86,0.049342513,0.208404541015625
0.88,0.04560661,0.198089599609375
0.9,0.029563868,0.16473388671875
0.92,0.01269658,0.062286376953125
0.94,0.0050565316,0.013641357421875
0.96,0.004211056,0.01690673828125
0.98,0.0041696336,0.01690673828125
1.0,0.0064676385,0.020263671875
1.02,0.007969571,0.02197265625
1.04,0.0068017086,0.02197265625
1.06,0.006048501,0.02197265625
1.08,0.005517795,0.0162353515625
1.1,0.0060609127,0.016845703125
1.12,0.005307658,0.016845703125
1.14,0.0043961015,0.01434326171875
1.16,0.004553898,0.01397705078125
1.18,0.004955504,0.012451171875
1.2,0.0062852376,0.014404296875
1.22,0.0071431077,0.014404296875
1.24,0.00570106,0.01226806640625
1.26,0.0046136444,0.01226806640625
1.28,0.0022649895,0.005462646484375
1.3,0.0023795308,0.00494384765625
1.32,0.001977954,0.00482177734375
1.34,0.0031614196,0.015625
1.36,0.0065692225,0.03094482421875
1.38,0.014438719,0.071929931640625
1.4,0.027776048,0.110443115234375
1.42,0.06288356,0.31903076171875
1.44,0.118071474,0.58172607421875
1.46,0.16207483,0.588714599609375
1.48,0.1902231,0.680572509765625
1.5,0.2075119,0.727874755859375
1.52,0.19384786,0.727874755859375
1.54,0.1524748,0.489532470703125
1.56,0.12073757,0.489532470703125
1.58,0.06828213,0.3262939453125
1.6,0.043900065,0.2169189453125
1.62,0.06631384,0.534332275390625
1.64,0.09409564,0.534332275390625
1.66,0.096970946,0.534332275390625
